ImgPath,centroid1x,centroid1y,centroid1z,centroid2x,centroid2y,centroid2z,centroid3x,centroid3y,centroid3z,centroid4x,centroid4y,centroid4z,centroid5x,centroid5y,centroid5z,centroid6x,centroid6y,centroid6z,cx0,cx11,cx12,cx13,cx14,cx15,cx16,cx23,cx24,cx25,cx26,cx27,cx28,cy0,cy11,cy12,cy13,cy14,cy15,cy16,cy23,cy24,cy25,cy26,cy27,cy28,cz0,cz11,cz12,cz13,cz14,cz15,cz16,cz23,cz24,cz25,cz26,cz28,label
../kotu/Test Data/Dataset82/10\1_22.jpg,0.793542047,0.698254536,-0.243466323,0.778362234,0.657889992,0.054630463,0.477226883,0.885437866,-0.044440016,0.486171315,0.872748593,0.139131275,0.634330223,0.71430106,-0.118512928,0.634517878,0.69326823,0.099617258,0.850878358,0.769087911,0.776203275,0.747182965,0.749503076,0.818815827,0.854919791,0.6596331,0.675949454,0.474832624,0.45083794,0.324048221,0.304893255,0.161569715,0.400304288,0.419896454,0.705025733,0.747029424,0.868339956,0.927837729,0.806171238,0.824850321,0.873329163,0.898156404,0.938745379,0.933306873,-0.088895194,0.212473482,-0.212867111,0.079474367,-0.248947546,-0.009514407,-0.268584311,0.08199165,-0.0821409,0.122928694,-0.060530774,0.009351626,10
../kotu/Test Data/Dataset82/10\1_225.jpg,0.435269276,0.321921259,-0.211309458,0.506429752,0.530975193,-0.430100501,0.701548874,0.473846257,0.346319099,0.729903003,0.538656374,0.199520173,0.541033308,0.405513724,0.037415574,0.574050844,0.515297174,-0.122265754,0.250096351,0.405555844,0.369622767,0.597948551,0.498205841,0.51578486,0.437979221,0.57042855,0.545760334,0.746168137,0.707716823,0.873112321,0.851169467,0.463536173,0.461207986,0.291220516,0.490989655,0.278437436,0.640727937,0.396105826,0.520622432,0.43644017,0.564061105,0.488880485,0.531285584,0.496218115,-0.486725599,0.485253096,-0.320826679,-0.42579639,-0.182045892,-0.384400427,-0.131055802,-0.078862749,0.078653187,0.192170173,0.354420215,0.605883896,10
../kotu/Test Data/Dataset82/10\1_233.jpg,0.600891034,0.533592304,-0.249507273,0.586789946,0.494412303,0.193555832,0.309110602,0.601145645,-0.089050492,0.3239036,0.569283704,0.226922408,0.464568168,0.530816734,-0.145234816,0.461502681,0.501807312,0.178875561,0.677298188,0.594802618,0.616977215,0.552310765,0.562028408,0.613256454,0.623667479,0.475072533,0.476069123,0.314632893,0.300658166,0.182005376,0.150604516,0.283321887,0.368695974,0.389484406,0.516679287,0.551487923,0.597861648,0.659804583,0.563460648,0.599465728,0.573265314,0.603500068,0.57112515,0.600471139,-0.027209364,0.340850085,-0.208894953,0.228945985,-0.261648268,0.155011967,-0.277978599,0.127196565,-0.127373055,0.212720573,-0.09943644,-0.040341981,10
../kotu/Test Data/Dataset82/10\1_247.jpg,0.64221404,0.582793335,-0.357412666,0.626898229,0.54848511,0.050537674,0.434360345,0.639355958,-0.125593943,0.435281346,0.620356699,0.142444201,0.537113607,0.584290544,-0.177516885,0.53097715,0.561901301,0.09448753,0.636850893,0.605468512,0.616885185,0.615557194,0.62832129,0.659668982,0.681435645,0.552856803,0.562654257,0.434606135,0.431801379,0.318381101,0.3086254,0.380563945,0.457088023,0.481318533,0.561493576,0.594066381,0.626873732,0.67299509,0.602656007,0.627610266,0.625959873,0.643942833,0.632454216,0.646514773,-0.144016027,0.190000534,-0.290210515,0.078670353,-0.369216084,0.026812147,-0.412811399,0.101305835,-0.101372726,0.136026233,-0.140967414,-0.134441689,10
../kotu/Test Data/Dataset82/10\1_248.jpg,0.590584775,0.671363691,-0.166937941,0.598838369,0.643143157,0.035994666,0.288651695,0.682811499,-0.111808538,0.295255492,0.671958546,0.154258656,0.443833907,0.651424547,-0.159975546,0.446571002,0.635275682,0.138450223,0.688222408,0.607315361,0.605346918,0.560010135,0.544654608,0.62918961,0.621752799,0.441768527,0.439470291,0.290629119,0.286684513,0.153368831,0.13980028,0.504288197,0.568601191,0.59356004,0.665497303,0.711102962,0.695330977,0.709428072,0.661065817,0.679050267,0.676160038,0.681663334,0.678649783,0.687720895,-0.052054469,0.198412389,-0.23916623,0.089553542,-0.211162731,-0.132556632,-0.050484862,0.123074792,-0.123118103,0.141288787,-0.117642306,-0.094665207,10
../kotu/Test Data/Dataset82/10\1_250.jpg,0.227837682,0.671910832,0.09676454,0.229524473,0.705928266,-0.253289421,0.62866958,0.785443445,0.126889698,0.642062416,0.814311266,-0.088334973,0.426245302,0.67678087,0.126836705,0.433590551,0.706622799,-0.132300665,0.189453453,0.25178954,0.243370146,0.271213561,0.261557549,0.165570319,0.178585351,0.398383409,0.391644776,0.650598705,0.643720984,0.877205133,0.850642979,0.299524903,0.511425912,0.484101146,0.754436016,0.714141488,0.85192287,0.817489862,0.799364924,0.763063431,0.809077561,0.783178031,0.834491313,0.810088873,-0.076194316,-0.066670462,0.160938889,-0.253398329,0.135417953,-0.307902396,-0.006063221,-0.110685281,0.110503115,-0.087649174,0.109068111,0.161097869,10
../kotu/Test Data/Dataset82/10\1_251.jpg,0.464261542,0.414154321,-0.409897248,0.546733002,0.46356234,-0.199760536,0.423335592,0.577489773,-0.263274723,0.488936583,0.625773013,0.102909743,0.425489406,0.440850596,-0.267808461,0.518389424,0.506797274,-0.036050649,0.530960321,0.541358531,0.431083322,0.548295498,0.442051679,0.550544977,0.519649625,0.474631846,0.412830353,0.539177895,0.432554543,0.453000009,0.42462188,0.231939405,0.303281009,0.291708708,0.47794047,0.459645927,0.609465539,0.491108328,0.544024765,0.525410056,0.673086047,0.505433023,0.660208225,0.701626241,-0.403173029,0.26638332,-0.313373685,-0.158335239,-0.40695107,-0.290448517,-0.509366989,0.058461808,-0.058544081,-0.0161159,-0.431507617,-0.299772471,10
../kotu/Test Data/Dataset82/10\1_257.jpg,0.296161518,0.594955693,-0.008632307,0.309207817,0.694575409,-0.332595885,0.653803964,0.737473945,0.175135595,0.693599234,0.818877737,-0.087331404,0.493885676,0.633817663,0.090354875,0.517268022,0.701316734,-0.164250217,0.322434604,0.364744455,0.337834179,0.314343214,0.3031075,0.248535782,0.247542873,0.489928871,0.478803813,0.69713074,0.665019035,0.893738091,0.817589045,0.237458408,0.486756563,0.431411475,0.706269145,0.602380276,0.890700519,0.751075327,0.784335792,0.719964802,0.832857847,0.750076711,0.839439571,0.742380321,-0.206530616,-0.074507765,0.010645487,-0.330187321,0.01831099,-0.362336129,-0.054853398,-0.103984579,0.103934087,-0.083501868,0.156485051,0.264987648,10
../kotu/Test Data/Dataset82/10\1_258.jpg,0.308485597,0.611514419,0.015338242,0.307655374,0.707850814,-0.660357157,0.653363725,0.751816909,0.335904434,0.696516544,0.83215936,-0.20667319,0.498104026,0.653812359,0.161817679,0.520666411,0.720126033,-0.304927746,0.321728289,0.37147218,0.359013587,0.304612786,0.313367397,0.246881157,0.253075808,0.491683453,0.472567499,0.698843598,0.662730992,0.899022579,0.824792683,0.429389089,0.526904106,0.465955704,0.698536158,0.610429168,0.898112178,0.758158386,0.785636842,0.73083514,0.84783715,0.764646232,0.863004088,0.759969354,-0.309148401,-0.248118654,-0.034857649,-0.679771841,0.064978361,-0.758417308,0.015894014,-0.18057695,0.18028526,-0.191323966,0.340025425,0.487402618,10
../kotu/Test Data/Dataset82/10\1_262.jpg,0.293808947,0.666760902,0.095585413,0.271573027,0.734030604,-0.446822395,0.593723675,0.762701174,0.320395778,0.608754138,0.82793953,-0.110807413,0.435419699,0.683046381,0.201333279,0.430777629,0.737548749,-0.224745708,0.209795043,0.275075972,0.298684359,0.288538933,0.311829031,0.251104176,0.270913452,0.408837855,0.412858248,0.608419061,0.594716489,0.809005499,0.773596287,0.441346765,0.577808082,0.534275353,0.736801922,0.676959455,0.887481809,0.789047897,0.793334246,0.740670919,0.841503918,0.77419287,0.848980427,0.773239732,-0.181089386,-0.040426899,0.142648205,-0.45534417,0.151138589,-0.502881229,-0.007030555,-0.168243274,0.168206334,-0.123752065,0.293145299,0.4998357,10
../kotu/Test Data/Dataset82/10\1_284.jpg,0.71457839,0.573634585,-0.47657604,0.714380423,0.512523005,-0.007331585,0.357133706,0.664123217,-0.006592596,0.3796209,0.632039646,0.334753071,0.54844749,0.565605879,-0.182713486,0.557686538,0.531653911,0.155899455,0.861007929,0.735171735,0.729262173,0.666591942,0.653851509,0.741377592,0.760621488,0.567506015,0.562800646,0.370381862,0.35327965,0.200974822,0.155320823,0.339723051,0.361322016,0.395058334,0.531520009,0.592799425,0.644726992,0.733045995,0.593409538,0.636204302,0.640230179,0.665555,0.662479222,0.690610349,-0.268565804,0.540277541,-0.416570157,0.038786747,-0.488653123,-0.064498194,-0.52450484,0.132126316,-0.132301822,0.331855357,0.000731522,0.111792512,10
../kotu/Test Data/Dataset82/10\1_288.jpg,0.245476191,0.57110857,-0.16020676,0.3416243,0.635395527,-0.517386615,0.655623198,0.654413501,0.305019098,0.71658502,0.696573198,0.039142179,0.48531421,0.569081654,0.095558984,0.54470853,0.611942371,-0.175477597,0.3189767,0.408777475,0.318149805,0.342315733,0.247901365,0.27377969,0.170377403,0.513396919,0.466177762,0.711951196,0.671615064,0.924406946,0.829076767,0.202269465,0.428919613,0.376789957,0.65537703,0.585261643,0.821889937,0.751274109,0.70222187,0.666277349,0.704685628,0.664177656,0.682812095,0.632785499,-0.375864297,0.177168727,-0.105043277,-0.522453487,-0.130241513,-0.563015759,-0.24533549,-0.110088184,0.109973006,0.050345995,0.281747222,0.523337066,10
../kotu/Test Data/Dataset82/10\1_294.jpg,0.804754972,0.641714493,-0.269254143,0.781845868,0.601462185,0.122541983,0.322532515,0.679307719,-0.093353346,0.330469489,0.654719194,0.196203959,0.540032109,0.621211827,-0.153183642,0.533489227,0.589009821,0.149690591,0.868599057,0.748681605,0.768947959,0.74178648,0.76002562,0.855069518,0.885291338,0.530494273,0.544461131,0.321291804,0.306687236,0.13962239,0.116449177,0.360812575,0.472295761,0.50543493,0.655160666,0.707731724,0.67693013,0.711976826,0.636128008,0.672249973,0.658605695,0.685950577,0.669423878,0.679722607,-0.073598325,0.306270778,-0.234130308,0.15672639,-0.295021474,0.044168886,-0.278610647,0.115761958,-0.11584004,0.166579142,-0.109580576,-0.054639421,10
../kotu/Test Data/Dataset82/10\1_296.jpg,0.548885663,0.629732082,-0.593805949,0.78748095,0.577232381,-0.370634953,0.650469045,0.749368191,-0.077489671,0.717832386,0.698869069,0.114559007,0.575228433,0.571509351,-0.238742645,0.696413656,0.549499532,-0.017180207,0.691554427,0.718283176,0.529265761,0.772532463,0.517552018,0.871627212,0.599839211,0.636905611,0.554459572,0.734052181,0.641959965,0.782539368,0.754987597,0.225885391,0.344535351,0.307551056,0.594731688,0.647312164,0.792430103,0.934333026,0.643972993,0.687125981,0.659990251,0.719851017,0.792643964,0.841127574,-0.576195538,0.13227205,-0.471075296,-0.34138906,-0.605060816,-0.507570207,-0.705281734,0.085384212,-0.085538134,0.126020759,-0.159614503,0.012683624,10
../kotu/Test Data/Dataset82/10\1_309.jpg,0.76299417,0.755019744,-0.691337089,0.762507359,0.720296721,-0.070255199,0.332353135,0.822033942,-0.124436159,0.335953852,0.8009185,0.320429474,0.523665458,0.742950956,-0.310945854,0.522168855,0.717291951,0.174562109,0.734810948,0.694702387,0.701397419,0.733978868,0.728705049,0.858840823,0.858880043,0.545287549,0.545905411,0.326516628,0.323693544,0.136057377,0.12746045,0.35773629,0.559010208,0.58716321,0.789556563,0.842602789,0.812323391,0.835293233,0.780411005,0.812553108,0.812454641,0.82913655,0.809889853,0.824412167,-0.352505714,0.483383268,-0.583340764,-0.000695919,-0.721886575,-0.255850852,-0.768783927,0.192967325,-0.193028226,0.284937829,-0.15646857,-0.023811679,10
../kotu/Test Data/Dataset82/10\1_322.jpg,0.696678976,0.592206538,-0.23774374,0.72247539,0.599874993,0.089428275,0.472062379,0.681837598,-0.025423169,0.471773068,0.651586235,0.203853081,0.631734471,0.619773368,-0.115971695,0.626120746,0.591989656,0.131951757,0.919573188,0.790562153,0.798371196,0.687591553,0.648543358,0.689272463,0.643122375,0.612667501,0.618603289,0.475132585,0.478228927,0.327519119,0.319354922,0.445984334,0.4947896,0.507286012,0.603276551,0.547409534,0.701558828,0.721924067,0.643777549,0.661572456,0.637401819,0.690461636,0.673579335,0.693478703,-0.092585318,0.305295616,-0.22143966,0.118383512,-0.253915936,0.060309667,-0.237875625,0.096278653,-0.09647695,0.209984973,-0.029998476,0.05020592,10
../kotu/Test Data/Dataset82/10\1_325.jpg,0.324149907,0.699314555,0.098505652,0.312111517,0.742546161,-0.236037711,0.550600459,0.845950405,0.158742783,0.558246662,0.840727409,-0.060663375,0.429409792,0.717484971,0.128030238,0.416946063,0.746765812,-0.109260009,0.222756118,0.2973364,0.317590833,0.352416813,0.357833683,0.286581337,0.297025204,0.387571782,0.40024069,0.565930009,0.570397854,0.721238196,0.681162834,0.436573118,0.574404478,0.540320814,0.757468581,0.718925834,0.895765424,0.838697016,0.831486046,0.789935648,0.834406912,0.822198451,0.856289268,0.925717115,-0.053365938,-0.037173469,0.150503635,-0.246967465,0.140522614,-0.278182298,0.004490707,-0.093032263,0.092761807,-0.051784392,0.140825272,0.24264127,10
../kotu/Test Data/Dataset82/10\1_326.jpg,0.374418914,0.569570631,-0.31936419,0.40873758,0.557222178,-0.099555954,0.258455276,0.689790229,-0.125792334,0.316783349,0.674987833,0.06034162,0.307277362,0.532422314,-0.170094286,0.343711436,0.530121336,0.003637807,0.445253283,0.411836505,0.364043832,0.39922595,0.36661312,0.415150285,0.392599791,0.302745134,0.266299486,0.316552669,0.291488767,0.331052244,0.217577577,0.420577079,0.437090129,0.43019262,0.5592013,0.578610778,0.675375104,0.699908495,0.487238526,0.484633446,0.666035354,0.682440877,0.871689618,0.902296364,-0.255352676,0.064023703,-0.292117149,-0.06058266,-0.323500305,-0.131997466,-0.342475116,0.066441208,-0.066272572,0.050559949,-0.151893139,-0.159211293,10
../kotu/Test Data/Dataset82/10\1_327.jpg,0.225015312,0.609868129,-1.194095453,0.741548657,0.60047251,-1.098956883,0.411921799,0.68405654,1.472827831,0.589745641,0.675685267,1.502515232,0.365435362,0.60482202,0.15529859,0.627635042,0.598771989,0.162959313,0.475928426,0.676041007,0.274193823,0.741139889,0.220870316,0.807465076,0.179981798,0.612119079,0.398795009,0.59474504,0.423317254,0.562372804,0.413653135,0.246786296,0.416814864,0.432209969,0.607273281,0.614400148,0.777329385,0.78299427,0.704478443,0.712454498,0.675022662,0.669801593,0.647554696,0.66991353,-1.386785388,3.02406764,-1.037304282,-0.934840918,-1.048615336,-1.367429614,-1.496366739,-0.001525177,0.000378486,1.485003233,1.502821565,2.915283442,10
../kotu/Test Data/Dataset82/10\1_330.jpg,0.735751748,0.616736899,-0.5280132,0.69956249,0.585210949,0.229174202,0.359857003,0.739833633,-0.201293205,0.364311308,0.709068676,0.366983309,0.541113118,0.635813902,-0.274140527,0.526413878,0.610477716,0.263506626,0.725232363,0.674604058,0.709654748,0.689603448,0.722105026,0.734479964,0.77549547,0.542389095,0.555425882,0.36224848,0.358258724,0.188296348,0.165886402,0.274248332,0.41961208,0.422425598,0.602975786,0.62401545,0.733044982,0.803769648,0.687449932,0.726989985,0.724371135,0.758026123,0.71538496,0.734484792,-0.087380603,0.542576849,-0.391250163,0.270800889,-0.554014385,0.184574917,-0.638775051,0.195124909,-0.195147008,0.363248169,-0.23602441,-0.172708198,10
../kotu/Test Data/Dataset82/10\1_350.jpg,0.75087438,0.552869886,-0.453239153,0.763731678,0.541751087,-0.045491053,0.446708341,0.631532232,-0.044466366,0.459804972,0.633302987,0.253021275,0.596497585,0.549966206,-0.197963191,0.614401867,0.54543672,0.120808247,0.749773383,0.757072926,0.732918978,0.757963896,0.748313904,0.776158214,0.771390259,0.629648387,0.610687435,0.456484288,0.445886344,0.293282241,0.283551246,0.226445735,0.380033076,0.390256971,0.559789956,0.568048716,0.685430229,0.700303972,0.607007384,0.606556594,0.6492697,0.653085053,0.643631876,0.634955049,-0.23736535,0.382416278,-0.396811992,-0.011536865,-0.467577875,-0.110713489,-0.495327592,0.122231379,-0.122338787,0.254416168,-0.074738793,0.063678481,10
../kotu/Test Data/Dataset82/10\1_357.jpg,0.75087438,0.552869886,-0.453239153,0.763731678,0.541751087,-0.045491053,0.446708341,0.631532232,-0.044466366,0.459804972,0.633302987,0.253021275,0.596497585,0.549966206,-0.197963191,0.614401867,0.54543672,0.120808247,0.749773383,0.757072926,0.732918978,0.757963896,0.748313904,0.776158214,0.771390259,0.629648387,0.610687435,0.456484288,0.445886344,0.293282241,0.283551246,0.226445735,0.380033076,0.390256971,0.559789956,0.568048716,0.685430229,0.700303972,0.607007384,0.606556594,0.6492697,0.653085053,0.643631876,0.634955049,-0.23736535,0.382416278,-0.396811992,-0.011536865,-0.467577875,-0.110713489,-0.495327592,0.122231379,-0.122338787,0.254416168,-0.074738793,0.063678481,10
../kotu/Test Data/Dataset82/10\1_364.jpg,0.507399668,0.499701679,-0.528905153,0.701323847,0.463119477,-0.19540329,0.31721288,0.452428788,0.190941495,0.375716488,0.432784478,0.391315065,0.456534505,0.459310025,-0.140521246,0.545463045,0.43141974,0.040776712,0.757983446,0.730636656,0.580738068,0.680171549,0.430127352,0.693163335,0.511333585,0.530714989,0.470865428,0.375037491,0.318000019,0.221396983,0.162773192,0.280429512,0.357167393,0.400125235,0.457206488,0.472263426,0.57498455,0.626716375,0.510502934,0.521391392,0.426588893,0.456413448,0.361261606,0.379481524,-0.688764334,0.699843168,-0.539512515,-0.158979088,-0.516304255,-0.075458892,-0.53089869,0.065036751,-0.06522835,0.409065276,0.183177128,0.454875708,10
../kotu/Test Data/Dataset82/10\1_381.jpg,0.269731666,0.73092107,0.245623703,0.238859331,0.754275878,-0.19201602,0.636504829,0.871963342,0.145269563,0.636305233,0.893782536,-0.111678484,0.458379279,0.747007728,0.182774574,0.442226132,0.76422747,-0.132920126,0.211158112,0.263098419,0.292853147,0.239287451,0.276536673,0.214192122,0.239805177,0.434919775,0.448257804,0.628660202,0.634026885,0.845335722,0.827229798,0.402056903,0.546967387,0.537049055,0.754012346,0.744274974,0.961847901,0.91143918,0.818779886,0.798552155,0.926935136,0.905421972,0.935632586,0.911915898,0.04600025,-0.076883607,0.287876725,-0.201480567,0.283007771,-0.23395896,0.165986612,-0.132595688,0.13246727,-0.125556156,0.127979726,0.175361693,10
../kotu/Test Data/Dataset82/10\1_391.jpg,0.66306903,0.672356506,-0.235712543,0.635658761,0.546040207,0.186808057,0.3849654,0.721505602,-0.091727423,0.394653807,0.643456558,0.222056463,0.544406851,0.666133483,-0.162753666,0.535515328,0.583937158,0.12469274,0.776091874,0.67330718,0.703019679,0.593775511,0.614067137,0.639893591,0.672120273,0.547231734,0.553373933,0.386007071,0.376826942,0.250722617,0.224695325,0.449167967,0.473330587,0.564620614,0.551785409,0.683671236,0.613004625,0.768777668,0.633145213,0.709279597,0.645335674,0.724500239,0.651888788,0.730736971,-0.136883616,0.319051117,-0.276034534,0.196440071,-0.239053354,0.337024152,-0.192049742,0.107037127,-0.107298493,0.240081146,-0.104927972,-0.062955804,10
../kotu/Test Data/Dataset82/10\1_400.jpg,0.66306903,0.672356506,-0.235712543,0.635658761,0.546040207,0.186808057,0.3849654,0.721505602,-0.091727423,0.394653807,0.643456558,0.222056463,0.544406851,0.666133483,-0.162753666,0.535515328,0.583937158,0.12469274,0.776091874,0.67330718,0.703019679,0.593775511,0.614067137,0.639893591,0.672120273,0.547231734,0.553373933,0.386007071,0.376826942,0.250722617,0.224695325,0.449167967,0.473330587,0.564620614,0.551785409,0.683671236,0.613004625,0.768777668,0.633145213,0.709279597,0.645335674,0.724500239,0.651888788,0.730736971,-0.136883616,0.319051117,-0.276034534,0.196440071,-0.239053354,0.337024152,-0.192049742,0.107037127,-0.107298493,0.240081146,-0.104927972,-0.062955804,10
../kotu/Test Data/Dataset82/10\1_401.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
../kotu/Test Data/Dataset82/10\1_402.jpg,0.567070146,0.587935617,-0.577911745,0.567982833,0.567771316,0.010773526,0.311462949,0.73375388,-0.138939644,0.316138287,0.720039586,0.259792974,0.446719756,0.607328405,-0.26745751,0.447284748,0.593115648,0.142101999,0.616719246,0.553462207,0.554510236,0.546759069,0.542957008,0.603727221,0.603743196,0.476485401,0.480273157,0.311906636,0.305375874,0.160022825,0.148739815,0.226947844,0.363224924,0.374192983,0.602355242,0.612228513,0.737733781,0.777385354,0.676996469,0.698379278,0.73912555,0.749412954,0.743996739,0.753469408,-0.290011793,0.387524694,-0.479863316,0.068299748,-0.598377764,-0.070430942,-0.655494153,0.152453899,-0.152482018,0.239400327,-0.170027196,-0.094309717,10
../kotu/Test Data/Dataset82/10\1_405.jpg,0.632160604,0.70774132,-0.396212071,0.618250211,0.701133927,0.144324966,0.328456541,0.818229973,-0.063716864,0.33955431,0.809211254,0.288240438,0.474116991,0.727344513,-0.179852702,0.474754175,0.722114007,0.200755939,0.663070977,0.606555283,0.617891073,0.601590693,0.615332127,0.646604657,0.663258612,0.481330574,0.47928834,0.336376667,0.32517156,0.200955689,0.180909723,0.450427175,0.561969817,0.558878481,0.712544322,0.719120443,0.828887641,0.845225036,0.781684995,0.791974664,0.822687209,0.831180394,0.823261559,0.831534863,-0.063807972,0.442140043,-0.295283258,0.184152499,-0.41887933,0.069135852,-0.474473625,0.140185669,-0.140173241,0.282395601,-0.104101606,0.053124256,10
../kotu/Test Data/Dataset82/10\1_413.jpg,0.457330743,0.49646308,-0.48010084,0.514363507,0.481700818,-0.152075022,0.458868305,0.704042097,0.147687835,0.513342957,0.657314976,0.325877669,0.452519665,0.55583775,-0.128043301,0.51378717,0.517205278,0.078023834,0.443369359,0.504351616,0.441691875,0.512432039,0.431234002,0.526306868,0.499066353,0.483499825,0.452417701,0.55351007,0.463449419,0.503018975,0.460737795,0.16563794,0.322777808,0.353501379,0.511781514,0.51717031,0.610543132,0.618717551,0.583800912,0.605555058,0.645037115,0.708456814,0.743106902,0.798114419,-0.437754124,0.569573462,-0.425741762,-0.105588898,-0.461482823,-0.176648125,-0.553077936,0.0902986,-0.090299301,0.317760944,0.131911159,0.401451647,10
../kotu/Test Data/Dataset82/10\1_417.jpg,0.553889036,0.720864415,-0.186238984,0.492242257,0.669091493,0.304940527,-0.032880907,0.802507043,-0.091543858,-0.035467714,0.794501305,0.368240933,0.200817515,0.693721811,-0.209287475,0.19102858,0.637906601,0.286783755,0.616131306,0.455178678,0.488859475,0.440261722,0.517058313,0.581286371,0.655749321,0.166423649,0.182704315,-0.048516586,-0.069111243,-0.224310204,-0.212235793,0.383118361,0.41562131,0.461072028,0.787563682,0.855051994,0.804089487,0.846469223,0.689865768,0.758103073,0.808232725,0.861990333,0.885405421,0.787427723,-0.16787672,0.566348553,-0.241125971,0.366494596,-0.248083904,0.226349965,-0.069507077,0.175439715,-0.175658181,0.36293453,-0.211078271,0.112104878,10
../kotu/Test Data/Dataset82/10\1_418.jpg,0.314347724,0.543441653,0.196251025,0.308376312,0.567570835,-0.290590167,0.611378094,0.640067816,0.181283911,0.61790061,0.660624782,-0.105495555,0.445089916,0.556427479,0.172860662,0.446172098,0.572563102,-0.164651637,0.238251925,0.305898964,0.302600741,0.342861891,0.342499018,0.276368082,0.297943413,0.419781744,0.420851707,0.612835586,0.6118173,0.821084499,0.801465273,0.266571224,0.412756354,0.407857597,0.582204938,0.558762014,0.707751215,0.663705349,0.638206184,0.617397726,0.666726768,0.644027114,0.676941395,0.658778608,-0.055904202,-0.049701951,0.216029242,-0.290252119,0.244756714,-0.354348183,0.127967119,-0.143382505,0.14334622,-0.123402208,0.159206524,0.241298988,10
../kotu/Test Data/Dataset82/10\1_419.jpg,0.270446698,0.473790785,-0.204638715,0.33480678,0.523846726,-0.469887495,0.532684724,0.538415611,0.284105288,0.571079324,0.558759312,0.094508963,0.405370255,0.477621893,0.049557058,0.459580233,0.501911541,-0.153326097,0.363079727,0.371374786,0.276658952,0.334705234,0.277387559,0.298340321,0.257293582,0.428199738,0.397447586,0.579166174,0.542004228,0.705872059,0.658602357,0.292782933,0.370975018,0.340036571,0.52733922,0.478088796,0.673225939,0.603246987,0.568185508,0.546988428,0.566574097,0.545840681,0.541518331,0.522417724,-0.529773355,0.271770477,-0.209939748,-0.46211499,-0.160111651,-0.475812793,-0.243864745,-0.08237458,0.082272224,0.094130993,0.276338696,0.493704945,10
../kotu/Test Data/Dataset82/10\1_430.jpg,0.195437183,0.582574656,-0.424851199,0.357201358,0.566554964,-0.242520526,0.16030706,0.654087226,0.34201384,0.224238823,0.649812122,0.48928508,0.188246906,0.584134926,-0.027666545,0.280994018,0.581097345,0.105360273,0.293489754,0.339463294,0.203319818,0.356251657,0.194816753,0.375889122,0.188174978,0.278621733,0.212173462,0.224897027,0.149247438,0.169197708,0.119500279,0.300426126,0.419454396,0.430636376,0.572956085,0.590453804,0.70725441,0.726633787,0.656107843,0.664638579,0.667729795,0.657129824,0.625598729,0.640493274,-0.482498676,0.938277602,-0.365862608,-0.187599152,-0.392467558,-0.326465607,-0.516223431,0.040523227,-0.040899385,0.489054412,0.323762357,0.743178546,10
../kotu/Test Data/Dataset82/10\1_438.jpg,0.582006355,0.745798628,-0.49300469,0.724189818,0.723530193,-0.321376418,0.303078006,0.780150374,0.127698484,0.401955704,0.79178079,0.23368595,0.434391797,0.707696935,-0.113685725,0.555813193,0.71978571,0.02473022,0.666287899,0.691393971,0.53588289,0.685952783,0.543262661,0.7952227,0.666873515,0.55451113,0.476038575,0.421534479,0.291253924,0.229821503,0.141941518,0.364052474,0.5435673,0.547810674,0.788973987,0.831133127,0.838049293,0.858452082,0.808624625,0.787344575,0.807165205,0.787935555,0.759552538,0.765170991,-0.505023241,0.411754221,-0.401707739,-0.275992513,-0.465533197,-0.473023772,-0.611773133,0.041987538,-0.04208459,0.247316092,0.102735154,0.322444886,10
../kotu/Test Data/Dataset82/10\1_443.jpg,0.26737759,0.574947794,0.079883436,0.251410708,0.608830631,-0.294400364,0.59604915,0.708393057,0.169409884,0.604702592,0.738418698,-0.100883757,0.425555249,0.590991278,0.128575842,0.42032967,0.616969864,-0.163326743,0.241296515,0.279414713,0.29288727,0.289558232,0.294117302,0.185259178,0.215128198,0.377443552,0.384711146,0.604130745,0.59906733,0.832533479,0.804368973,0.175054371,0.389025569,0.372126698,0.638089597,0.606531739,0.799376726,0.746184945,0.708420038,0.674975395,0.753463984,0.725871742,0.753372073,0.724332035,-0.10772641,-0.074856795,0.114500783,-0.302131116,0.111743115,-0.318884224,0.01340641,-0.11051859,0.11040502,-0.117275886,0.160821721,0.237002909,10
../kotu/Test Data/Dataset82/10\1_447.jpg,0.321682413,0.642772277,0.199250539,0.290776908,0.657919606,-0.253199498,0.546400567,0.791842103,0.233662059,0.557164689,0.791752656,-0.08356552,0.430578291,0.659375211,0.193997736,0.418002675,0.674510499,-0.16080753,0.310087502,0.298758715,0.334797144,0.289371133,0.328858793,0.284200877,0.301391304,0.381859481,0.392891645,0.573389828,0.564046085,0.716244757,0.68226397,0.316236258,0.476161718,0.465296447,0.666154504,0.655430913,0.831442595,0.807589471,0.738978982,0.716415167,0.808390796,0.796414018,0.827888191,0.862697124,-0.033385385,-0.005879632,0.228861973,-0.286567807,0.240519613,-0.235425025,0.128370032,-0.139646903,0.139482185,-0.105170026,0.213649049,0.347854942,10
